followers,likes,comments,post_type,day_of_week,time_of_day,hashtags_count,reach
17705,492,164,video,Thursday,20,15,6744.146807561111
6447,612,141,video,Thursday,20,16,4469.550089479328
9797,664,182,video,Thursday,20,19,4819.850412177607
23728,1870,118,video,Thursday,20,10,13597.64928938085
12192,1196,148,video,Thursday,20,8,8370.849903857783
16478,708,53,video,Thursday,20,13,9765.326520811133
22798,1104,187,video,Thursday,20,17,6870.780339323706
4544,874,196,video,Thursday,20,5,1376.2907240041957
20223,1806,51,video,Thursday,20,1,9841.157189768717
21475,1179,83,video,Thursday,20,14,8240.574272842978
2867,1614,106,video,Thursday,20,14,1219.7795749638135
14012,1161,100,video,Thursday,20,6,7922.80232117257
10564,288,43,video,Thursday,20,19,3294.047207137022
11069,1382,122,video,Thursday,20,18,7587.102066187423
23856,1338,164,video,Thursday,20,19,9051.154123702385
11447,1871,126,video,Thursday,20,17,3789.208064544048
20437,1229,84,video,Thursday,20,15,8448.691361870224
8495,1781,103,video,Thursday,20,7,3413.0013066440097
13596,815,36,video,Thursday,20,17,4170.2808824435015
17329,903,160,video,Thursday,20,12,7444.685790072529
9056,1283,108,video,Thursday,20,17,3355.318318275995
17913,1925,107,video,Thursday,20,12,8309.42647527173
14752,1960,199,video,Thursday,20,19,8355.05640108738
9086,722,197,video,Thursday,20,7,4237.7155582778
11700,1970,2,video,Thursday,20,1,6514.027471823558
18732,842,23,video,Thursday,20,8,7335.417351653288
18354,1849,66,video,Thursday,20,13,7188.740546127633
6363,1183,99,video,Thursday,20,5,3344.1354592940506
17635,856,95,video,Thursday,20,10,6858.585847764348
9999,1685,10,video,Thursday,20,7,5442.1569973000105
8388,165,137,video,Thursday,20,1,5477.465763480293
11695,984,191,video,Thursday,20,7,4119.400857143033
13769,1475,93,video,Thursday,20,10,4203.606576129691
18311,215,1,video,Thursday,20,10,11118.928058557827
5431,527,167,video,Thursday,20,6,3644.837638067493
10747,1606,116,video,Thursday,20,13,4595.775944875964
12368,1832,151,video,Thursday,20,14,7784.124804969959
12736,919,200,video,Thursday,20,6,4861.490673956405
23664,508,120,video,Thursday,20,13,13703.639295123552
20227,991,44,video,Thursday,20,6,10478.401529964254
4001,1008,52,video,Thursday,20,6,2234.913076959106
9442,1968,73,video,Thursday,20,9,3884.293716862319
12680,770,8,video,Thursday,20,16,7347.430887231218
9325,1825,175,video,Thursday,20,12,3601.0616209640225
7212,566,33,video,Thursday,20,11,2467.932751154558
16753,1918,194,video,Thursday,20,16,7288.564327539503
13063,772,37,video,Thursday,20,6,7646.8926886249355
4052,392,134,video,Thursday,20,9,2532.5906866286164
10128,1858,0,video,Thursday,20,16,3164.807708378682
11273,1611,2,video,Thursday,20,11,5841.839569549347
3958,311,68,video,Thursday,20,17,2661.5506461839623
9416,165,71,video,Thursday,20,20,5274.191626819097
16255,601,87,video,Thursday,20,15,7331.918510109808
15228,759,7,video,Thursday,20,13,8219.661390084548
10799,406,186,video,Thursday,20,19,5785.869474389024
2423,1692,101,video,Thursday,20,12,1210.6922368079126
15364,1826,70,video,Thursday,20,3,9532.565265345202
14866,1903,146,video,Thursday,20,14,5800.6737906887965
17345,1101,32,video,Thursday,20,10,8681.89270660235
17166,97,68,video,Thursday,20,5,5472.942065104763
17053,208,92,video,Thursday,20,18,7746.606280463535
3429,216,1,video,Thursday,20,15,1817.6540397865065
19627,902,152,video,Thursday,20,9,12415.11650375775
17061,668,126,video,Thursday,20,17,6655.812597404993
4835,1581,138,video,Thursday,20,17,2234.2179509390144
19324,456,15,video,Thursday,20,13,12597.015086645762
22578,1123,70,video,Thursday,20,2,12013.58882177578
12166,1823,165,video,Thursday,20,13,4166.62386592158
18936,1620,180,video,Thursday,20,16,6979.684927784112
8308,1954,147,video,Thursday,20,9,5183.9102854307275
12788,75,157,video,Thursday,20,11,4804.303817828461
18644,817,5,video,Thursday,20,16,7853.434659098313
17207,609,63,video,Thursday,20,15,6115.764992808046
9853,1266,122,video,Thursday,20,16,3053.808581404464
20307,1997,183,video,Thursday,20,4,11308.900792088318
16099,781,24,video,Thursday,20,2,10367.365509387102
9423,650,182,video,Thursday,20,5,3179.4748808683
21938,1280,28,video,Thursday,20,17,10527.11992204214
20141,118,10,video,Thursday,20,17,13216.950267184215
16206,734,182,video,Thursday,20,19,10208.301266036324
15474,1284,96,video,Thursday,20,6,5697.676785863963
12579,1319,110,video,Thursday,20,11,8344.077520319719
5527,951,143,video,Thursday,20,6,3265.780174782823
3615,555,198,video,Thursday,20,5,1844.6550343074925
13441,497,6,video,Thursday,20,7,9105.750372178392
8237,440,31,video,Thursday,20,4,5656.291062526266
16148,1832,4,image,Monday,12,6,9381.737280125843
22777,1942,170,image,Monday,12,16,7707.003303563315
16753,1140,133,image,Monday,12,7,9489.275389883582
23181,213,177,image,Monday,12,3,14124.557919495333
19535,985,142,image,Monday,12,6,10352.175039918091
17523,493,96,image,Monday,12,15,6430.232420780214
11941,1379,20,image,Monday,12,18,7521.769364832698
4417,688,74,image,Monday,12,16,1559.8343766455673
22754,852,125,image,Monday,12,16,14986.74652000729
20059,862,184,image,Monday,12,19,12959.512544143645
16432,1834,191,image,Monday,12,19,11475.27082656978
7112,1996,61,image,Monday,12,18,2459.6641268728686
2527,1693,108,image,Monday,12,11,1736.854121385449
17418,1568,164,image,Monday,12,6,11755.500021738917
23424,438,38,image,Monday,12,5,16111.701607574354
8433,772,200,image,Monday,12,13,4077.96225085233
20557,809,4,image,Monday,12,10,8591.135589859296
13023,1376,83,image,Monday,12,8,7925.796749179887
24774,1456,190,image,Monday,12,2,7531.612202649434
10868,564,159,image,Monday,12,12,6007.1409126247345
11759,1221,125,image,Monday,12,19,7864.397544400032
20697,679,14,image,Monday,12,3,7240.840902078965
24049,1400,178,image,Monday,12,1,16019.579846414621
9230,1858,122,image,Monday,12,8,3673.285759559549
23051,389,173,image,Monday,12,8,15600.64644642639
3506,729,151,image,Monday,12,11,2394.3789023774966
15521,157,145,image,Monday,12,2,5238.584601133328
8532,1694,163,image,Monday,12,15,2614.8557923106728
2384,1964,73,image,Monday,12,15,1014.798252338142
4771,1401,90,image,Monday,12,19,2137.381467367306
12006,1918,103,image,Monday,12,9,4667.22700489132
2538,1905,68,image,Monday,12,6,1550.1149177200991
2253,313,26,image,Monday,12,15,1434.0980812403764
12374,1433,76,image,Monday,12,18,4208.635355294942
18791,1530,46,image,Monday,12,2,11608.223027005057
8594,380,90,image,Monday,12,17,4930.665585466342
4192,125,185,image,Monday,12,14,1644.9067334297692
5658,1455,133,image,Monday,12,6,2250.8088106019163
12781,1675,89,image,Monday,12,4,5798.069205458079
22155,1659,179,image,Monday,12,10,13444.136533784056
12167,780,111,image,Monday,12,4,5735.583409274186
24353,1549,115,image,Monday,12,15,9255.696038156653
12676,876,63,image,Monday,12,9,4970.061948347595
14824,54,196,image,Monday,12,20,4583.963649519156
20805,1522,171,image,Monday,12,6,7412.331738272161
15172,1371,196,image,Monday,12,4,6792.035917876032
16080,517,82,image,Monday,12,4,10559.742266885556
5699,1918,114,image,Monday,12,6,3116.657705825792
18639,221,62,image,Monday,12,20,11450.454465925732
7592,1394,166,image,Monday,12,19,5159.7273096742865
13488,1569,177,image,Monday,12,2,7923.441673826036
16906,1918,170,image,Monday,12,2,10774.384952956096
16803,1549,110,image,Monday,12,16,10408.804880283074
22515,1640,61,image,Monday,12,17,11352.061979099051
12004,640,46,image,Monday,12,14,6716.163393898727
5301,136,35,image,Monday,12,1,3587.885367934197
19983,175,142,image,Monday,12,9,12932.348000772197
7382,1768,144,image,Monday,12,17,3164.8386183072716
7841,1586,132,image,Monday,12,15,2922.259394514558
3366,361,72,image,Monday,12,6,2131.777037626209
18416,1551,57,image,Monday,12,11,12750.749257227111
18473,896,120,image,Monday,12,17,11450.655275440062
21531,907,121,image,Monday,12,4,12710.339865848473
13992,301,154,image,Monday,12,11,5783.434970050157
5383,1356,5,image,Monday,12,15,2628.5460889483693
18949,1235,182,image,Monday,12,15,6786.637454024951
3665,571,180,image,Monday,12,7,2341.266584079691
15144,608,39,image,Monday,12,7,4895.4387615545675
5365,1209,2,image,Monday,12,13,2921.2907879274344
24188,928,146,image,Monday,12,6,14764.93792976516
7653,437,95,image,Monday,12,1,2477.6138905510625
10062,1442,5,image,Monday,12,20,5373.3654073793605
21168,107,155,image,Monday,12,8,10624.200374248907
17338,1695,180,image,Monday,12,9,10517.235946974659
7243,769,66,image,Monday,12,5,4578.803759074662
19956,466,114,image,Monday,12,15,13431.91904909703
3963,1259,113,image,Monday,12,10,2386.8176213328115
4548,337,27,image,Monday,12,16,2621.069566160881
18031,1150,78,image,Monday,12,10,9252.402840306342
9078,738,105,image,Monday,12,3,3515.5803440278
9770,486,74,image,Monday,12,9,6001.080016765552
11652,574,70,image,Monday,12,17,6135.556352534281
3643,1527,94,image,Monday,12,8,1473.647338927226
8094,1522,195,image,Monday,12,16,4436.873915181252
12719,1096,88,image,Monday,12,18,5870.677181337813
12057,615,132,image,Monday,12,4,5216.776365935337
7000,1786,50,image,Monday,12,7,4250.755787129933
14623,1654,91,image,Monday,12,16,9190.958761730242
15287,1172,140,image,Monday,12,8,8491.25020411601
14986,462,46,image,Monday,12,1,6182.565581902695
7957,389,79,image,Monday,12,6,5281.408879996971
4188,1169,112,image,Monday,12,17,1378.1899699445205
5081,664,166,image,Monday,12,11,1535.8359449217892
11863,946,141,image,Monday,12,17,3909.435728833034
23096,1774,14,image,Monday,12,13,12201.563260306726
15176,1809,175,image,Monday,12,18,6180.15024021047
10636,1692,42,image,Monday,12,6,5151.998423263934
3204,889,21,image,Monday,12,8,1900.63565994857
19332,1233,64,image,Monday,12,7,9739.544770966486
16779,160,37,image,Monday,12,17,8364.918671281472
5253,756,180,reel,Saturday,17,16,1914.7511404358302
21443,1341,27,reel,Saturday,17,16,12740.361815717535
10080,291,155,reel,Saturday,17,17,3640.9043383678377
13760,1816,79,reel,Saturday,17,15,6157.866714025324
20995,563,29,reel,Saturday,17,17,7434.047228682289
10150,451,172,reel,Saturday,17,3,6080.2218239059075
16839,1046,196,reel,Saturday,17,19,9439.203227462704
8397,1695,66,reel,Saturday,17,3,3690.3089911706898
9648,1380,86,reel,Saturday,17,18,6221.068899942448
4312,850,86,reel,Saturday,17,11,2154.3370422569064
3038,1028,120,reel,Saturday,17,11,1289.9397865929009
18071,1718,149,reel,Saturday,17,6,8239.059703663303
12133,1993,158,reel,Saturday,17,12,3707.3520295614426
24778,507,6,reel,Saturday,17,2,10136.972451916261
15753,1385,3,reel,Saturday,17,18,5962.562352109997
14411,689,109,reel,Saturday,17,15,8982.529806979152
7993,848,182,reel,Saturday,17,15,4287.144332918447
3531,465,165,reel,Saturday,17,8,1250.6371279252182
23605,1873,135,reel,Saturday,17,1,7132.076932649051
6896,426,195,reel,Saturday,17,18,4018.8969715198696
16500,1317,119,reel,Saturday,17,15,6380.357052859774
9613,125,16,reel,Saturday,17,5,3622.3776933538684
14679,76,104,reel,Saturday,17,7,7981.179451978838
11279,407,115,reel,Saturday,17,10,6798.423096663886
12307,88,189,reel,Saturday,17,18,5476.227696860667
15985,104,3,reel,Saturday,17,14,10710.058373445409
8298,558,143,reel,Saturday,17,1,4850.97305707113
6582,1286,120,reel,Saturday,17,5,4428.651430176447
11240,1626,31,reel,Saturday,17,15,5929.526739381514
21733,1848,117,reel,Saturday,17,13,11469.445597024442
15121,1619,59,reel,Saturday,17,15,9342.628086578603
14533,1411,120,reel,Saturday,17,13,5415.131386725491
3464,1647,38,reel,Saturday,17,8,1425.93383267356
20767,1441,178,reel,Saturday,17,16,10038.37735843349
24284,1014,99,reel,Saturday,17,2,8159.10804496166
24791,1095,111,reel,Saturday,17,4,11843.938988815555
7616,159,25,reel,Saturday,17,6,3114.8028124692655
12272,1849,172,reel,Saturday,17,18,8367.39857651095
12393,1907,47,reel,Saturday,17,11,7496.840749047539
13647,416,152,reel,Saturday,17,1,4934.7332690453995
21410,620,120,reel,Saturday,17,3,9661.473289886717
16632,1533,37,reel,Saturday,17,20,11124.459052452718
9562,1490,127,reel,Saturday,17,15,3253.595406663951
12038,308,101,reel,Saturday,17,10,4214.5389538720465
3089,693,156,reel,Saturday,17,18,1412.5391035735895
18375,1758,155,reel,Saturday,17,2,5997.051787846099
22137,1860,37,reel,Saturday,17,3,12775.590692216228
21465,1203,52,reel,Saturday,17,9,13600.764892114417
4165,863,138,reel,Saturday,17,11,2651.760496906015
14918,1145,112,reel,Saturday,17,13,5518.706175312612
11896,1632,73,reel,Saturday,17,4,7428.800514474359
22462,1368,151,reel,Saturday,17,6,10033.888627911081
13824,406,127,reel,Saturday,17,9,5592.984857985683
21477,1697,4,reel,Saturday,17,2,8907.221985614471
3125,196,115,reel,Saturday,17,4,2138.633371318496
13960,1994,114,reel,Saturday,17,1,6103.945521567103
22114,243,57,reel,Saturday,17,17,7866.805249011588
8431,153,149,reel,Saturday,17,11,4607.423835840553
22748,993,101,reel,Saturday,17,17,12545.490410141392
6732,1346,192,reel,Saturday,17,14,2145.704138892646
4660,1053,48,reel,Saturday,17,20,2647.916374536085
14455,878,69,reel,Saturday,17,12,9342.88634911036
9160,648,112,reel,Saturday,17,12,5044.301832172108
17942,1117,56,reel,Saturday,17,18,9399.785652275885
19564,1597,147,reel,Saturday,17,6,11402.962544431472
4018,535,174,reel,Saturday,17,6,2535.0607912504333
4870,239,47,reel,Saturday,17,12,2739.7874323175165
4256,1895,70,reel,Saturday,17,16,1890.3410822354622
13476,1326,74,reel,Saturday,17,5,6481.180092409765
19376,1249,193,reel,Saturday,17,8,7047.537491455158
3092,923,10,reel,Saturday,17,3,1873.372880436061
17669,677,199,reel,Saturday,17,6,11202.57966885994
21704,296,65,reel,Saturday,17,9,9994.74197975221
7424,638,96,reel,Saturday,17,13,4160.045260373622
24351,1793,162,reel,Saturday,17,5,7762.502742147651
3896,1748,160,reel,Saturday,17,2,1759.4716558057794
14013,1790,12,reel,Saturday,17,8,8324.772122294267
15838,849,129,reel,Saturday,17,17,9217.934979060978
11856,1887,135,reel,Saturday,17,11,7955.4813190698915
12647,1650,151,reel,Saturday,17,17,6570.010490825347
7962,1601,77,reel,Saturday,17,6,4025.861132254658
12420,1538,122,reel,Saturday,17,1,7869.288222320277
2301,348,134,reel,Saturday,17,2,730.7336916055939
6949,763,122,reel,Saturday,17,5,3999.497172182914
17221,1589,142,reel,Saturday,17,16,10555.718730930923
14451,1632,97,reel,Saturday,17,10,6445.588746421013
20090,1590,144,reel,Saturday,17,2,10415.030991586833
2597,1508,100,reel,Saturday,17,14,1568.798676994488
22581,1924,53,reel,Saturday,17,4,10346.076397042538
7892,1416,173,reel,Saturday,17,15,5464.197744977491
20469,394,175,reel,Saturday,17,4,8676.505110216107
5721,1639,182,reel,Saturday,17,10,3999.081222517361
13415,1428,137,reel,Saturday,17,6,4417.1719569192865
11640,1127,56,reel,Saturday,17,16,6578.09624469466
10803,374,179,reel,Saturday,17,2,5260.149316759298
19067,1345,87,reel,Saturday,17,6,6305.3279754015175
16678,883,191,reel,Saturday,17,10,6094.490883716835
14731,180,18,reel,Saturday,17,3,9002.284465037998
9954,159,25,reel,Saturday,17,20,3809.7214428812626
23518,1375,133,reel,Saturday,17,9,13999.32375407259
20509,1955,135,image,Wednesday,9,17,12141.023917607248
18282,715,172,image,Wednesday,9,20,12753.528138211019
14458,1695,41,image,Wednesday,9,1,7454.745882627035
23603,890,30,image,Wednesday,9,16,11363.869692224262
9854,749,23,image,Wednesday,9,8,2999.065957712026
14733,640,55,image,Wednesday,9,5,9253.093281250256
4717,1424,164,image,Wednesday,9,4,1494.9527811695284
5099,858,17,image,Wednesday,9,12,3215.8794355227683
2869,870,86,image,Wednesday,9,20,1386.8539974792398
6001,899,189,image,Wednesday,9,4,2811.3897847255935
19503,277,123,image,Wednesday,9,4,13570.32585652369
24866,1685,135,image,Wednesday,9,2,9687.53788632982
12845,1279,27,image,Wednesday,9,14,4044.3341759959576
23530,1652,182,image,Wednesday,9,17,14315.464002046474
14839,1667,138,image,Wednesday,9,3,8451.447772524874
13694,1951,195,image,Wednesday,9,17,8599.817070865782
24733,1174,64,image,Wednesday,9,18,7912.694934954432
16824,1917,71,image,Wednesday,9,8,10739.89905087917
5008,411,185,image,Wednesday,9,4,3029.4286986983716
22101,860,151,image,Wednesday,9,6,13509.197004952233
7308,1914,82,image,Wednesday,9,6,3794.5859896964803
24834,199,128,image,Wednesday,9,14,16717.058214125736
15204,1471,65,image,Wednesday,9,11,4902.745098209953
8137,1107,157,image,Wednesday,9,12,2534.7305593431684
22492,1053,47,image,Wednesday,9,2,8716.536792310302
3785,185,107,image,Wednesday,9,14,1610.7480167580507
16426,776,154,image,Wednesday,9,9,5116.926389002262
3463,1504,152,image,Wednesday,9,1,1041.2634211968955
20720,107,5,image,Wednesday,9,15,6299.102276727708
23564,596,179,image,Wednesday,9,18,12081.06283788884
6059,925,120,image,Wednesday,9,20,3865.3127307842115
8557,768,165,image,Wednesday,9,16,5733.060607829626
6030,292,137,image,Wednesday,9,3,2366.430325555719
15392,712,153,image,Wednesday,9,11,5824.627301523804
11934,220,25,image,Wednesday,9,4,3689.8402434471886
11295,928,77,image,Wednesday,9,14,6631.232005533517
8416,954,139,image,Wednesday,9,16,3476.4786193803343
22079,77,153,image,Wednesday,9,20,8624.896084896884
7663,1567,14,image,Wednesday,9,9,2903.843135661764
24625,399,128,image,Wednesday,9,17,9756.903521592641
10602,1413,89,image,Wednesday,9,9,3848.175850233427
12540,1835,167,image,Wednesday,9,12,5930.297850071416
8824,1570,39,image,Wednesday,9,11,3470.6213498062125
13981,264,8,image,Wednesday,9,4,4947.719367381711
8243,1628,176,image,Wednesday,9,6,5343.059791321534
11988,1479,171,image,Wednesday,9,14,3760.803389122792
18994,1671,161,image,Wednesday,9,4,7435.458042257699
10001,95,35,image,Wednesday,9,9,5379.569391449684
6964,1832,136,image,Wednesday,9,19,3522.0372239935036
4693,1208,102,image,Wednesday,9,11,2213.8994390782645
23334,1083,63,image,Wednesday,9,20,14864.85116224704
23000,1246,72,image,Wednesday,9,6,7937.434167525306
8517,1795,126,image,Wednesday,9,11,4735.007981707486
9385,151,81,image,Wednesday,9,9,6351.026451843633
11122,1405,197,image,Wednesday,9,2,3690.1071995837347
18836,503,119,image,Wednesday,9,12,6680.538985677539
12763,932,125,image,Wednesday,9,9,7496.547513625117
11046,1971,177,image,Wednesday,9,19,5314.317106897568
7486,1169,27,image,Wednesday,9,14,3180.137501983575
5605,1742,16,image,Wednesday,9,2,3553.331731104987
24999,267,100,image,Wednesday,9,5,8551.374790276543
17964,1868,75,image,Wednesday,9,1,11269.70388368323
2762,654,18,image,Wednesday,9,17,1846.721131097889
6372,96,122,image,Wednesday,9,15,3610.3688700701755
11234,1376,103,image,Wednesday,9,14,3509.0749622508106
6630,1607,146,image,Wednesday,9,11,4017.6901368480385
2673,1090,83,image,Wednesday,9,20,1668.2710756037966
2470,444,122,image,Wednesday,9,4,1660.913708342269
12991,1997,4,image,Wednesday,9,17,6412.082749805694
8921,1357,0,image,Wednesday,9,16,3405.866162865409
2308,1345,142,image,Wednesday,9,19,1145.4967171755889
5547,1020,11,image,Wednesday,9,12,2692.142274200948
3192,1590,80,image,Wednesday,9,3,1774.1452462413072
8004,246,38,image,Wednesday,9,13,3114.854052962714
6923,754,184,image,Wednesday,9,4,3162.8628291063833
2385,1322,154,image,Wednesday,9,4,1209.819131937982
9615,1597,182,image,Wednesday,9,4,5867.1264320046175
4436,1658,57,image,Wednesday,9,5,2076.320950691473
3435,121,41,image,Wednesday,9,2,1387.6938607069096
24672,1245,130,image,Wednesday,9,20,16814.119781207944
18130,1487,14,image,Wednesday,9,11,7320.187660857167
23764,1230,99,image,Wednesday,9,14,11046.74331538973
21925,1895,44,image,Wednesday,9,3,8636.252207794747
15228,606,63,image,Wednesday,9,3,8359.29711378973
13458,1619,10,image,Wednesday,9,14,4925.136088832875
12804,1466,49,image,Wednesday,9,10,7740.483131755435
13053,363,91,image,Wednesday,9,11,7985.046348272367
6925,1421,57,image,Wednesday,9,5,3467.7655033723436
11268,352,23,image,Wednesday,9,9,4401.86676215831
13564,293,130,image,Wednesday,9,2,4077.587113212681
4415,1866,181,image,Wednesday,9,3,2359.1881338359613
3285,214,198,image,Wednesday,9,2,1014.1495979068044
11995,1680,71,image,Wednesday,9,10,5818.516426094814
16745,980,101,image,Wednesday,9,4,11641.007001150738
23773,1398,104,image,Wednesday,9,19,13618.088752310061
4889,709,154,image,Wednesday,9,8,3379.1901829344038
18300,779,15,image,Wednesday,9,12,12766.397084270426
15145,1068,85,image,Wednesday,9,11,10224.440408661332
23205,352,127,image,Wednesday,9,12,8954.526754545695
12162,1480,149,image,Wednesday,9,15,6408.306602846989
12497,879,43,video,Friday,15,5,4564.694070564221
15525,154,147,video,Friday,15,16,4917.513214095586
10929,1895,37,video,Friday,15,15,6328.312331851342
2988,656,64,video,Friday,15,6,1062.866491714623
13159,1196,134,video,Friday,15,8,6970.663373689078
12676,128,68,video,Friday,15,16,6844.6070644421225
2533,1027,163,video,Friday,15,14,1461.6295794423456
21022,1528,199,video,Friday,15,7,10262.94647464377
5700,1126,193,video,Friday,15,2,2725.5149395952994
18770,528,163,video,Friday,15,10,9783.258859647114
20461,1422,13,video,Friday,15,20,9675.356239169025
15282,1079,126,video,Friday,15,7,8077.3878446195395
24832,440,165,video,Friday,15,10,13819.44264135623
4643,1824,188,video,Friday,15,8,1650.836030127332
16901,1660,35,video,Friday,15,8,6876.755521114824
5155,515,81,video,Friday,15,13,2276.626395680877
7976,1857,104,video,Friday,15,16,4810.511983020242
9742,1412,167,video,Friday,15,7,3238.0743930122185
17221,759,9,video,Friday,15,8,10192.36841268868
23202,1959,95,video,Friday,15,7,14402.111144294811
23278,1319,116,video,Friday,15,14,11050.160311874753
3434,179,54,video,Friday,15,13,2369.9699651188116
18958,1279,180,video,Friday,15,19,7613.837803384331
9761,1114,135,video,Friday,15,4,6766.525606728975
14146,1558,51,video,Friday,15,4,8213.574993894537
14386,202,108,video,Friday,15,10,7316.776234349506
3953,863,97,video,Friday,15,16,1942.439186485804
13700,1068,155,video,Friday,15,4,4636.9001206185485
16041,203,33,video,Friday,15,5,11205.008200576583
6543,415,57,video,Friday,15,14,3728.0398821628314
5280,846,153,video,Friday,15,20,1705.6442179057271
3630,938,3,video,Friday,15,6,2242.305892473239
2036,529,24,video,Friday,15,4,1230.1097271229687
11848,74,61,video,Friday,15,10,4916.346495357829
23087,1075,144,video,Friday,15,8,10155.314566833418
16521,1024,189,video,Friday,15,5,8675.662058056765
21241,1868,119,video,Friday,15,15,8726.075245027294
22538,1567,121,video,Friday,15,18,12377.278939969241
19995,95,46,video,Friday,15,7,7135.273099565907
4256,1948,159,video,Friday,15,5,2188.9750905844407
10090,448,198,video,Friday,15,15,6640.163194179421
18233,56,30,video,Friday,15,2,6600.019621109415
9480,491,47,video,Friday,15,12,4839.557271899261
3245,479,5,video,Friday,15,7,1888.8383290199597
11364,1924,106,video,Friday,15,16,3811.6110900381414
17189,1371,8,video,Friday,15,8,11258.44945595698
7335,852,137,video,Friday,15,11,4645.926226445474
20255,1672,60,video,Friday,15,9,11567.4806917637
10844,173,41,video,Friday,15,17,4362.065816714852
14093,1261,32,video,Friday,15,20,5691.508567833969
20313,113,72,video,Friday,15,19,7232.112961222068
15520,493,17,video,Friday,15,16,9840.619473148694
10936,617,66,video,Friday,15,20,6335.419576858328
17246,1492,26,video,Friday,15,12,9858.161297799743
2497,1479,45,video,Friday,15,8,1509.5246685940474
5544,635,68,video,Friday,15,13,2930.375608857905
17840,1777,179,video,Friday,15,5,6428.449463953966
23750,129,98,video,Friday,15,7,15219.221796750468
23010,1573,38,video,Friday,15,7,14859.684868558508
13607,51,46,video,Friday,15,19,6338.979940305442
11001,1283,94,video,Friday,15,9,6562.597213869446
23977,1868,81,video,Friday,15,11,16059.402100424846
6091,1807,126,video,Friday,15,5,3007.484600342399
5190,1692,13,video,Friday,15,9,2941.586137367221
23688,441,194,video,Friday,15,3,11366.022638834616
2002,304,91,video,Friday,15,20,1338.2358453902348
9306,881,114,video,Friday,15,15,6093.1010080103115
15821,270,121,video,Friday,15,3,5854.386991853974
24574,597,21,video,Friday,15,5,17157.13271098899
24345,702,172,video,Friday,15,8,7924.683614006149
22798,919,200,video,Friday,15,12,13833.242378479834
7414,1099,106,video,Friday,15,17,3997.594359194702
7905,284,68,video,Friday,15,1,3335.9255681608156
15996,452,91,video,Friday,15,4,8178.490887755271
15747,439,22,video,Friday,15,20,5559.166978342465
5654,886,82,video,Friday,15,15,2095.1074455086987
18245,1645,9,video,Friday,15,9,9697.055891059541
14267,1607,173,video,Friday,15,9,6012.206448659562
15125,1041,169,video,Friday,15,15,9235.418170851759
6151,1952,80,video,Friday,15,16,3282.1588583213106
23224,1075,12,video,Friday,15,12,10455.118336731095
24392,970,122,video,Friday,15,6,12953.198721018729
23802,1295,145,video,Friday,15,6,15524.309764359565
15186,953,156,video,Friday,15,5,6875.30084891081
23146,1132,63,video,Friday,15,5,6957.527490509923
14921,52,71,video,Friday,15,6,5189.797943107924
18849,234,92,video,Friday,15,18,12873.307575921275
13982,247,18,video,Friday,15,4,8564.72157925261
5437,51,178,video,Friday,15,17,2229.721448955079
16316,925,15,video,Friday,15,1,6502.260270830324
20180,276,12,video,Friday,15,8,13089.840918352274
21991,1124,155,video,Friday,15,3,10616.9866049823
2092,1279,158,video,Friday,15,6,860.3866900684899
3277,737,2,video,Friday,15,18,2012.0708694820455
19283,220,37,video,Friday,15,3,7132.815535186253
11129,799,28,video,Friday,15,15,4266.041256724605
8343,506,58,video,Friday,15,14,4116.059434773726
5584,1968,180,video,Friday,15,11,2281.8001926807488
5394,1340,103,video,Friday,15,20,2942.5510989286286
18886,1128,193,video,Friday,15,1,10483.440004584065
24343,1410,0,image,Tuesday,10,15,16922.87711007605
24308,1453,84,image,Tuesday,10,20,12033.29428737784
9140,1581,56,image,Tuesday,10,7,4212.8716972619
24280,1862,87,image,Tuesday,10,19,15818.924325014123
4754,187,69,image,Tuesday,10,11,1463.4311090841343
3442,672,7,image,Tuesday,10,19,1669.0132413839742
3752,1304,126,image,Tuesday,10,16,1358.4299957534536
19277,1908,199,image,Tuesday,10,1,12171.912890860789
23673,1524,7,image,Tuesday,10,15,15201.688975922118
20687,947,89,image,Tuesday,10,8,10587.510377010129
5097,1269,32,image,Tuesday,10,10,2606.6765371909273
6012,468,120,image,Tuesday,10,16,3531.6544201253073
9391,725,186,image,Tuesday,10,20,5503.823663896242
18939,1221,197,image,Tuesday,10,1,8228.769448612236
6280,1026,162,image,Tuesday,10,11,3052.7127694073415
3154,692,61,image,Tuesday,10,8,1685.8583191467392
14526,1783,162,image,Tuesday,10,15,5664.11170273262
2991,695,193,image,Tuesday,10,6,1105.535502997445
5174,1017,111,image,Tuesday,10,1,2966.8623982814215
21156,1730,93,image,Tuesday,10,19,10127.226714793078
14181,1072,149,image,Tuesday,10,11,5436.017533933304
15471,1307,153,image,Tuesday,10,17,5922.050365786475
16222,902,84,image,Tuesday,10,14,8328.705356120137
10229,1851,66,image,Tuesday,10,19,3550.092472964764
3072,939,123,image,Tuesday,10,10,1242.4916883841795
14651,173,53,image,Tuesday,10,10,9015.62879988484
15023,1573,56,image,Tuesday,10,6,8723.215474419356
5783,1034,83,image,Tuesday,10,12,2123.779117002421
20379,1071,112,image,Tuesday,10,20,7514.18831817267
12726,1312,22,image,Tuesday,10,6,5672.700782857231
16545,1018,180,image,Tuesday,10,7,10285.063776629371
13312,988,30,image,Tuesday,10,1,7522.198740649175
14528,1477,158,image,Tuesday,10,9,6819.255829776081
24177,1720,61,image,Tuesday,10,12,7553.106390757567
